StudentId,Contagem
10501179,10
10502487,5
10506848,5
10508103,3
1051408,5
10515466,5
10517240,6
10518782,5
10522836,6
1052332,6
10524498,5
10524844,5
10526064,5
10526525,5
1052731,6
10528605,5
10529726,5
10532294,6
10533923,7
10534122,6
10535340,7
1053622,6
10536599,2
10542077,5
10548049,5
10548889,6
10548903,5
105540,6
10555293,8
105555,8
10556270,1
10556599,5
1055846,5
10561174,5
10561555,5
10561599,5
10564691,5
10567131,6
10570400,6
10574206,5
10580671,5
10580745,1
10582600,5
10583674,6
10583866,5
10585441,5
10586019,4
10587969,5
10588620,8
10588973,5
10598612,6
10600057,5
10601165,3
10603885,5
10605612,1
10605924,3
10608745,5
1060923,5
10609874,5
10611483,7
10611997,10
10612294,5
10614600,5
10616532,6
10618479,5
10619540,5
10620708,5
10620895,5
1062246,5
10624146,5
10624688,7
10625479,6
10625512,5
10625799,5
10627464,5
10630144,6
10630190,5
10631149,3
10632973,6
10633044,7
10634756,5
10634801,6
10635481,5
10636176,2
10641866,6
10644826,5
1064915,5
10649542,6
10650738,5
10655649,5
10656783,5
10657121,5
10657490,5
10657575,5
10658545,5
10659094,6
10660389,5
10660839,6
10661262,5
10661751,5
10663364,7
10663994,6
10664687,5
10667210,6
10670758,7
10670992,5
10671184,6
10671890,7
10672928,8
10674338,5
10674381,2
10676402,5
10677685,7
10678159,5
10680991,5
10682445,5
10683644,6
10685284,5
1068601,5
10686238,5
10686658,5
10687882,7
10688924,5
10689821,5
10690739,4
10691725,7
1069308,5
10693487,5
1069409,6
10698049,3
10700469,6
10701761,10
10701974,5
10702017,7
10702066,5
10704408,5
10704485,5
10706871,5
10710470,5
10713512,2
10713661,5
10713861,5
10716904,6
10717184,8
10719556,4
10719615,6
10721713,5
10722919,2
10723689,6
10724389,10
10725752,5
10726881,10
10727012,6
10728534,6
10729991,10
10730047,5
10731760,2
10732053,5
10732598,6
10737959,2
10738537,2
10739206,1
10739928,6
10740142,5
10740274,4
10740665,6
10741094,6
10741221,7
10742642,6
10747010,6
10752129,6
10752502,8
1075797,5
10758182,5
10758335,10
10758650,6
1075897,6
10760286,6
1076088,6
10767098,5
10773462,4
10773862,5
10774856,5
10776403,5
1078064,9
1078274,5
10785864,9
10786300,5
10787343,3
10790239,5
10790303,5
10790326,6
10791464,7
10792178,5
10792659,3
10794078,6
10794257,3
10797769,6
10798175,5
10798348,6
10798706,6
10801588,3
10801784,5
10801876,5
10803089,5
10804519,5
10805113,5
10806096,5
10806759,4
10807650,5
10808476,6
10808695,6
1080906,5
10809301,7
10812023,6
10812762,7
10813234,5
1081654,5
10817888,5
1081809,10
10818154,2
10818871,7
10819964,4
10820023,5
10820641,5
10822777,5
10828005,6
10829221,5
10831068,7
10832011,5
1083250,1
10832971,6
10833532,5
10834396,5
10835913,8
10835932,5
10837256,5
10839323,6
10850203,5
10852800,5
10854010,5
10854752,6
10855308,5
10858079,10
1085829,8
10859037,6
10862246,2
10863966,5
10868942,5
10874483,5
10874776,5
10875283,5
10875415,5
10875510,5
10877891,5
10878466,6
10884843,2
10885523,5
10887516,5
1088886,5
10890145,5
10894197,7
10894735,5
10895703,5
10896215,5
10898416,5
10898887,5
10899935,5
10900275,7
1090066,5
10900709,6
10901996,6
1090382,6
10910224,5
10910245,6
10917728,5
10919749,6
10923382,5
10930776,5
10932044,10
10932338,5
10933308,6
10935264,5
10937682,4
10939073,4
10939977,5
10945349,6
10946386,1
10946627,10
10947820,5
10949517,5
10950205,5
10952288,6
1095345,5
1095368,5
10954743,5
1095590,4
10960096,6
10965225,5
10965255,5
10966316,5
10966802,5
10968255,5
10969728,6
10970466,5
10973376,1
10973876,5
10977750,6
10979740,7
10982738,5
10986464,5
10988769,5
10989266,5
1099059,5
10991569,5
10994725,9
10996155,5
10996957,6
10997366,5
10997727,6
10998288,6
10999754,4
110083,5
11009752,6
11009999,7
11011304,5
11017653,6
11018368,20
11019813,6
11019818,5
11019832,5
11024071,6
11024283,5
11024397,8
11025393,5
11026790,6
11027570,5
11027786,6
11029760,5
11030552,6
11032901,6
11035717,5
11039388,10
11039922,5
11041279,4
11042619,10
11043196,6
110433,5
11043341,39
11045852,6
11046474,5
11047773,6
11052281,5
11055553,5
11056518,6
11060805,6
11061498,5
11061632,10
11063632,6
11064743,4
11065321,5
11065646,5
11066070,6
11066325,3
11067075,5
11067777,6
11067963,6
11070813,5
11071130,5
1107718,10
11078387,5
11078856,5
1108256,7
1108259,4
11082591,6
11083630,9
1108379,3
11084612,6
11086109,1
11088082,6
11088442,5
11089224,6
1108983,7
11092427,5
11092831,6
11093987,9
11094352,5
11096805,9
11100927,4
11102488,6
1110318,5
1110321,5
11103278,4
11103940,6
11104551,5
11107417,5
11108632,5
11110634,5
11113340,5
11113447,5
11115507,5
11116853,6
11119114,5
11122121,4
11125522,10
11130833,5
11131170,5
11133591,5
11133705,5
11133791,5
11136781,5
11136824,5
11137585,6
11139310,5
11139397,5
11139467,5
11143049,6
11143377,6
11144336,6
11144782,5
11148132,5
11149016,3
1115165,6
11151959,5
11153554,4
11153792,6
11154961,6
11155585,5
11156346,6
11156913,5
11157316,5
1115753,1
11160633,5
11161911,2
11162708,10
11162846,4
11169736,10
11174237,5
11178323,5
11178590,1
11180303,6
11181042,5
11183039,6
11189641,5
11191789,5
11200735,5
11201041,5
11204701,5
11207199,4
11208950,5
11212359,5
11212809,6
11214256,6
11219953,6
11222495,6
11222705,5
11222882,6
11223134,7
1122324,1
11224188,6
11226873,5
11228470,5
11228877,5
1122920,7
11231664,5
1123272,5
11234286,5
11236604,5
11238590,5
1124177,5
11242593,6
11244316,5
11246322,5
11247396,5
11251436,9
11252357,5
11252552,10
11255085,5
11255421,6
11265785,7
11268043,5
11271340,4
11275256,6
11276073,5
11280503,4
11280717,5
11283540,5
11286964,5
11287062,5
11288093,6
11289221,5
11292279,5
11292634,6
11292925,8
11298169,5
11298845,6
11300622,6
11301670,5
11303758,5
11305148,6
11305858,4
11306307,5
1130839,5
11308733,5
11311184,5
1131429,3
11314333,3
11315957,5
11316531,5
11318954,5
11320708,6
11323792,4
11324403,5
11326187,5
11326383,5
11327685,5
11329268,2
11330414,5
1133382,5
11334596,6
11337408,5
11338482,5
11339262,5
11339847,6
11342695,21
11343752,4
1134467,6
11344714,5
11346808,9
11347685,6
11351438,4
11355502,5
11355967,5
11356579,7
1136304,5
11363683,5
11367606,10
11367983,5
11369443,5
11369466,3
11374677,5
11386980,5
11391273,6
1139193,6
11392270,6
11392394,5
11394228,7
1139543,3
11397935,7
11398066,5
11399587,8
11412660,6
11412888,6
11414091,3
11414596,6
11415182,5
11420217,7
11423398,5
11424019,5
11424055,7
11428075,5
11428337,6
11430603,7
11432956,7
11433544,3
11438233,6
11439882,10
11441781,5
11441949,3
11444316,5
1144684,5
11448345,7
11448487,5
11450880,5
11450887,5
11451615,4
11452549,6
11454323,5
11455574,5
11455652,5
11456870,6
11457731,1
11460438,5
11464154,5
11464819,6
11465641,2
11465916,5
11468471,5
11469533,10
11470357,3
11470622,10
11470999,3
1147221,10
1147745,6
11479070,10
11479090,5
1147987,6
11481929,2
1148208,6
11483533,10
11485101,4
11486810,5
11487129,6
11488664,5
11490215,5
11490985,9
11491801,5
11493158,5
11493921,8
11496205,6
11499337,5
1150037,7
11500549,5
11504088,5
11504949,6
11505492,5
1150615,43
11507157,6
11507553,5
1150803,3
11508144,5
11512758,5
11513095,5
11513288,9
11513704,4
11513980,5
11514119,10
11515157,5
11518513,6
11518804,5
11520490,5
11523703,5
11524470,5
11528651,1
11531428,10
11532574,6
1153438,5
1153574,10
1153820,6
11539106,6
11543164,1
11543779,5
11546279,5
11546940,6
11548522,1
11548818,1
11548995,6
11549120,5
11549715,5
11553179,7
11556011,5
11556436,6
11557751,5
11559124,6
11561295,3
11562087,10
11563685,7
11564772,5
11568789,5
11568857,5
11570153,5
1157060,6
11572746,5
11574464,5
11574471,7
11574763,10
1157854,5
11579691,10
11585327,5
11585528,6
11587053,7
11588109,4
11590919,6
11591115,5
11592,5
11592233,5
1159253,6
11596015,6
11596352,6
11598554,5
11599511,5
11600000,5
1160490,7
11605269,2
11605543,5
11607045,5
11609318,5
11610492,5
11611067,5
11612523,5
11613008,5
11613413,5
11614048,5
11615079,6
11615774,10
11616812,6
11616924,6
11616948,5
11618335,5
11619910,5
11620327,5
11625635,1
11633698,1
1163503,2
11635360,9
11636266,5
1163655,6
11636690,6
11637052,7
11637378,5
11637705,5
11639671,5
11642382,5
11643516,2
11644311,6
11646690,6
11648098,5
11649491,6
11650719,5
11653264,5
11653421,5
11654579,5
11655079,6
11656828,6
1165705,7
11662819,5
11669235,5
11669456,10
11670761,5
11672389,3
1167482,6
11676817,5
1167776,5
11682381,6
11684166,6
1168776,4
11688029,1
11691333,6
1169280,5
11693061,5
11695646,5
11699772,3
11700684,5
11700986,4
11704184,5
1170479,6
11705592,13
11706366,6
11707634,4
1171062,5
11713644,10
11715155,5
11717163,5
1172002,5
11721664,9
11723635,3
11723705,5
11725443,5
11725600,4
11725839,6
11727228,5
11729414,5
11729687,5
11729871,1
11730287,1
11731602,3
11732087,5
11741592,5
11741698,10
11742302,5
11742718,7
11742846,2
11745928,5
11746008,5
11747163,5
11747407,3
11747583,6
11748755,5
11750060,5
11751645,5
11752315,10
1175316,7
1175421,7
11755107,5
11755470,5
11759689,5
11760675,5
11761559,6
11764956,5
11765386,6
11767285,5
11768129,7
11768916,5
11769129,5
1176980,6
11770632,6
11772515,5
11774493,5
11775467,5
11778473,5
11781292,7
11783713,5
11785860,10
11786304,5
11787452,6
11789680,7
11797952,5
11797979,10
11800151,6
11801877,5
11803332,5
11804316,7
11812764,6
11813468,5
1181608,5
11816744,6
11818828,5
11819697,5
1181993,5
11822036,5
1182258,5
11823701,5
11824705,5
1182600,5
11826365,5
11827955,10
11830632,5
11830808,5
11832328,6
11832453,5
11832847,7
11834300,4
11836670,3
11839060,4
11839340,5
11840585,5
11840890,6
11842492,1
11844170,6
11844599,5
11847726,6
11853964,6
11856183,4
11856349,5
11857068,5
11857738,6
11857958,5
11858619,5
11858806,7
11859199,5
11859223,8
11861123,6
11865382,4
11865434,1
11867919,6
11878293,5
11879537,6
11888688,5
11890122,5
11893815,2
11894328,5
11896021,6
11899155,6
1189931,6
11901572,5
11902095,4
1190411,6
11904653,2
11905253,6
11907859,6
11908140,5
11908361,6
11909278,5
11911792,5
1191375,5
11914592,5
11914711,5
11915542,14
11915561,5
11919433,5
11919519,10
11921530,5
11922177,5
11922597,7
11923755,6
11923907,4
11927865,6
11930396,3
11931309,10
11931465,7
11931906,1
11932715,6
11934318,5
11935265,10
11938459,7
11940147,5
11940757,6
11942057,6
11942234,3
11942267,6
1194549,5
11948673,1
11949732,6
11950788,6
11951824,13
11952673,6
11953964,6
11954662,5
1195652,5
11956625,5
11959823,11
11960798,4
11961130,5
11963564,5
11965591,7
11966036,5
11966427,5
11968206,5
11968535,7
11969047,6
11970917,5
11973789,8
11979245,10
11981871,5
11986,5
11986577,5
11989598,9
1199072,4
1199094,5
11991200,4
1199292,9
1199385,3
11996440,5
1199647,5
11999130,5
12000359,1
12004357,5
12006683,7
12007851,6
12008325,5
12011078,5
12012421,5
12012631,9
12013736,5
12014007,5
12017446,6
12017756,6
12020104,6
12020832,7
12023789,6
12024334,1
12028268,5
12028896,6
12029793,5
12031340,5
12034782,6
1203843,1
12042889,2
12046416,5
12048609,5
12049502,5
12049823,5
12050971,5
12054149,5
12054218,3
12054673,6
12055248,8
12055324,5
12056857,5
12057658,4
12058388,5
12059070,5
12060965,5
12062502,4
12063963,5
12064514,6
12064631,6
12067484,6
12068527,6
12070935,5
12071435,5
12076199,5
12077810,6
12077860,5
12086808,6
12087420,5
12092557,5
12093186,5
12093302,5
12093962,5
12096432,6
12097054,6
12099597,9
12100096,6
12103399,5
12105480,2
12106676,5
12108630,3
12109676,3
12113633,3
12117133,5
12117607,7
12117657,2
12118026,6
12118979,2
12119560,5
1212087,6
12122702,2
12123884,7
1212658,8
12128815,10
12129015,5
12133160,6
12135076,10
12135369,6
1213546,10
12137900,6
12138522,6
12138930,5
1214076,6
12140917,6
12142211,7
12142284,5
12142855,5
12143055,3
1214361,6
12144859,4
12146791,5
12147635,5
12148491,5
12150241,2
12151945,1
12152194,7
12154173,9
1215463,5
12156107,5
12156848,10
12157567,4
12157983,5
12160359,7
12162626,5
12165758,1
12167470,6
12176065,5
12179519,5
12181469,5
1218261,5
12183367,5
12183484,3
12184571,6
12185521,1
12187701,6
1218783,5
12196708,5
12197697,5
12197898,4
12202598,5
12203468,5
12203706,4
12204593,5
12220374,6
12220782,6
12222906,4
12223359,5
12229410,7
12230946,5
12236591,5
12236652,5
12236709,6
12240072,5
1224079,5
12241333,3
12241798,5
12246016,3
12246593,2
12249171,10
12249299,6
12249301,5
12250400,6
12252998,6
12257537,5
12258281,2
12262260,5
12262485,5
1226334,4
12266669,9
12271355,7
12271684,5
12272890,8
12274157,5
12274432,5
12274500,5
1227587,2
12276132,5
12276584,5
1227931,5
12283200,5
12287311,6
12288532,3
12291971,5
12292759,7
12292971,6
12294263,4
12294574,6
12295416,10
12296403,5
12299986,6
12306798,6
12307658,5
12311386,5
12311654,5
12311752,6
12312604,6
12313968,14
1231617,5
12320081,4
12325447,5
12326627,3
12330766,8
1233258,6
12333751,6
1233400,5
12334317,6
12334494,5
12336060,5
12340589,6
12342662,6
12351344,5
12353868,5
1235543,4
1235624,6
12357230,5
12358222,5
12358554,5
12358748,5
12358956,5
12360368,6
12364176,5
12374707,6
12375384,5
12376209,3
12377487,3
1237894,5
12381212,7
12381554,6
12381648,4
12383018,6
12385138,3
12386775,5
12396295,5
12397250,6
12397830,5
12398208,6
12401816,5
12402201,6
1240298,6
12403031,6
1240417,5
12406318,6
12406784,3
12409568,6
12411070,5
12414157,5
12415201,5
12416598,2
12417773,5
12424620,6
12424803,5
12426181,5
12426303,5
12426424,6
1243133,5
12432461,6
12434189,5
12434378,5
12435827,5
12436915,5
1243698,9
12439200,5
12439768,2
12443064,3
12443918,5
12444491,5
12445756,4
12447061,6
12447905,6
12451549,6
12455249,5
12459915,5
12460118,5
12463243,5
12465006,5
12466151,6
12467263,6
12468416,5
12469817,5
124700,5
12471513,6
12471837,5
12478367,5
12481556,6
12489690,7
12489916,6
12493254,5
12493709,5
12495505,5
12495900,5
12497019,5
12498851,5
12500699,6
12505010,5
12505271,6
12505302,6
12506185,5
12507076,5
12508995,5
12509781,5
12513034,6
12513819,5
12520333,3
12522191,5
12524444,5
12528847,1
1253200,5
12532535,5
12538088,5
12538446,5
12538507,6
12538579,5
12540284,14
12540488,5
12540886,5
12541134,5
12541426,5
12543023,2
1254814,2
12549624,6
12555197,4
12562404,5
12563735,5
12563979,5
12568588,5
12570548,6
12573231,6
12573329,5
12574855,4
12576398,6
12576879,5
12579713,5
12579867,5
12584467,6
12585045,6
1258539,5
12586692,6
12588808,4
12589422,5
12589763,5
12590073,5
12590804,5
1259502,5
1259608,5
12600025,2
12600525,6
12601634,5
12605278,4
12607480,6
12609797,6
12610290,5
12612453,6
1261331,1
12615768,6
12617030,5
12620298,5
12622784,6
12624244,5
12624799,1
12627970,6
12628264,1
12629469,6
12630830,6
12631951,5
12632768,10
12634731,5
12636786,6
12637426,4
12639785,5
12640304,2
12640638,5
12640842,5
12641114,5
12642491,7
12645782,7
12647384,5
12648260,6
1265192,5
12653257,4
12653831,12
12656285,6
12657501,6
12658592,4
12662308,5
12667442,6
12672445,4
12672568,5
12676273,5
12677339,5
12678122,5
12680492,6
12680922,5
1268163,6
1268185,7
12683101,5
12683370,8
12684459,5
1268485,5
12686438,6
12686516,5
12686727,6
12688811,6
126906,5
12690684,5
12692842,6
12693035,5
12694785,5
1269711,6
12697355,5
12697394,5
1270185,5
12703854,5
12704622,6
12708807,6
12709334,5
12710121,4
12712375,5
12713502,5
12715218,6
12715789,5
12716630,5
12719504,6
12719741,6
12719826,5
12723249,5
12723464,5
12725281,5
12725747,5
12729663,6
12730417,5
12732488,5
12733851,7
12737483,5
12741831,5
12744357,10
12746611,6
1274701,8
12747667,5
1275079,5
12754702,5
12755459,5
12757173,4
12758204,5
12758554,5
12758595,5
12760851,6
12761463,5
12761709,10
12764416,6
12767921,5
12768342,6
12769363,5
12777476,5
12779843,6
12781316,5
12782282,6
12783614,5
12784667,5
12791209,5
12791487,6
12793584,4
1279484,5
12798329,5
12799157,7
12804213,10
12809242,10
12811529,8
1281342,5
12817270,5
12818059,5
12820133,6
12820904,2
12822537,1
12825320,9
12827636,6
12827745,4
12828797,6
12831278,6
12832168,5
12832223,6
1283475,3
12836823,7
12839023,6
12840177,5
12841418,5
12842711,4
12845126,5
12847198,6
12854115,6
12856577,7
12858929,3
12861228,6
12862591,5
12864887,5
12869463,5
12874186,8
12880715,5
12880930,5
12880939,5
12881878,6
12882624,6
12886584,10
12887033,5
12887585,6
12889885,6
12889999,5
12890593,1
12891619,7
12891866,5
12896514,5
12897367,5
12897664,5
12897669,5
12897842,6
12898137,5
12902548,5
12905637,5
1290611,10
12906142,5
1290946,5
12915100,1
12919861,5
12920069,5
12921686,6
12923647,5
12924356,10
12925402,6
12925838,5
12926065,6
12927887,6
12932377,8
12937651,5
12937908,5
12938344,3
12945370,5
12946098,6
12946691,5
12948035,7
12948231,5
1295047,5
12951264,6
12951554,5
1295307,5
12953213,5
12956672,9
12959630,5
12960079,11
1296053,15
12965798,6
12965957,5
12968732,6
12970655,6
12973682,6
12974521,5
12975917,4
12976954,7
12977433,6
12977570,6
12979877,6
1298068,5
12981101,5
12981764,10
12983895,5
12984268,6
12984488,3
12984806,2
12984817,5
12986122,6
1298824,5
12989435,5
12990478,5
12995047,6
1299690,5
12997914,4
13002365,6
13008778,5
13010383,5
13011691,3
13011733,5
13012357,6
13014077,9
13014484,5
13014785,5
13017052,21
13017813,5
13019463,6
13020654,6
13021034,5
13021076,2
13021439,6
13022440,5
13024370,4
13028527,1
13029768,5
13031214,6
130363,6
13040521,5
13041311,5
13043221,5
13043888,2
13045272,2
13046740,1
13046928,5
13047659,5
13051843,6
13053736,5
13054309,3
13056265,5
13056769,5
13057123,5
13057958,3
13059225,6
1305938,5
13059912,6
13062923,5
13064672,3
1306549,4
13067701,5
13068305,6
13069255,6
13070186,5
13070986,5
1307101,10
13071531,7
13071816,6
13072195,4
1307279,5
13075207,6
13075658,6
13076743,4
13078884,5
13079581,6
130812,5
13082865,5
13083981,3
13088600,7
13093619,6
13094146,5
13096722,5
13096927,5
13098595,8
13098873,10
13103552,5
13105496,6
13108756,10
13112399,5
13114991,3
1311629,5
13119872,5
13122482,1
1312422,5
13125584,8
1312568,5
13126502,7
13127455,5
13129491,5
13130805,5
13130878,10
1313259,5
13133036,2
1313375,5
13134134,5
13134905,5
13136005,6
13136439,6
13136524,5
13138668,5
1313984,5
13142546,6
1314313,8
1314590,9
1314708,5
13151877,7
1315323,2
13155698,3
13157073,7
13159659,5
13160586,5
13160969,5
1316543,5
13165505,6
13169611,5
13178693,5
13179204,6
13179915,6
13185299,4
13186007,5
13187358,7
13187809,6
13189035,8
13191227,5
13192854,3
13197286,5
13198182,6
13198209,7
13200259,6
13200352,10
13200379,2
13203233,10
13206270,6
1321263,4
13214645,5
13215361,5
13218115,3
13221379,6
13221984,5
13224299,6
13224581,6
13225262,5
13227156,6
13228456,5
13229488,5
13230345,5
13231120,5
13231844,10
13232345,8
13233905,1
13235968,5
13236125,5
13236697,2
13238012,5
13239364,5
13240520,2
13243091,5
13244407,5
13250217,6
13251306,5
13252786,7
13252969,4
13254007,4
13256276,1
13257080,5
13257146,5
13257894,5
13260011,6
1326223,6
13265103,10
1326519,6
1326859,2
13271231,6
13271239,5
13271305,2
13271548,6
13275161,7
13276001,6
13278833,5
1327896,4
13279739,5
13281064,5
13281975,5
13287475,4
13288397,6
13288563,5
13289231,6
13290882,5
13291028,5
13294557,5
13298426,6
1329944,3
133016,5
13307578,5
13309251,6
13311215,1
1331238,5
13320458,5
13321799,6
13322271,8
13322653,5
13325763,6
13328298,8
13329076,2
13329354,5
13329983,5
13330577,5
13333613,5
13337492,6
13338711,5
13339050,6
13339442,5
13340723,4
13343944,7
13344976,3
13345232,4
13345888,6
13347251,8
13349665,5
13351469,6
133580,6
13360328,5
13360541,5
13365815,4
13370824,5
13372281,6
1337300,5
13376825,6
13377427,6
13377438,5
13378061,3
13378185,5
13382382,9
13382867,5
13383293,6
13383327,5
1338365,7
13385540,5
1338606,10
13388358,1
13389168,5
13392928,6
13396474,6
1339753,5
13398770,5
13399584,5
13401255,5
13402366,5
13402542,5
13402613,4
13403469,5
13403784,6
13403992,5
13404908,5
13410169,5
1341098,7
13413426,6
13416686,8
13416701,5
13417270,5
13417776,5
13417886,6
13418186,5
13421567,5
13421849,5
13426274,3
13428323,5
13429542,5
13431012,4
13432733,5
13433506,5
13434819,5
13436421,5
13437542,5
13437580,6
13440065,6
13442530,5
13443707,5
13447301,5
13448836,5
13453345,5
13454292,6
13457742,5
13457805,6
13457871,5
13458758,4
1346128,4
1346373,1
13464405,5
13464951,5
13467228,6
13469354,5
13472645,8
13474865,6
13476477,6
13479984,6
13480710,5
13480875,9
13481610,5
13482123,6
13482875,2
13483657,5
13484425,6
13484951,5
1348514,9
13485303,4
13487605,6
13488760,5
13488864,4
13491244,4
13492244,7
13495245,5
13496494,6
13497223,5
13498872,6
13499686,5
13500358,2
13500522,5
13502204,6
13504059,5
13507108,4
13507952,13
13508282,7
13508749,6
13510161,5
13512766,8
13515392,5
13519842,3
13520029,3
13521104,6
13524884,7
13526011,7
13529672,5
13531108,6
1353242,8
13534467,5
1353598,5
13536241,5
1353664,10
13537282,6
13538273,5
13538852,4
13538932,2
13542269,5
13542659,5
13544774,6
1354585,5
13550321,6
13551197,6
13551616,5
13553208,4
13558295,5
13559210,5
13560092,6
13561395,5
1356188,5
1356286,7
13563565,14
13563722,3
13564687,5
13567030,5
13567926,5
13569117,4
13570585,5
13571337,8
1357160,6
13572394,5
13575424,4
13579703,6
13584596,5
13584671,4
13586854,5
13589882,5
13591460,9
13591511,6
13593834,8
13595069,5
13595958,4
13596604,6
13597101,5
13599632,5
13601369,5
13602419,5
13604661,7
13607070,6
13607820,7
1360860,5
13609360,5
13612699,5
13613168,5
13614607,6
13615038,10
13618295,5
13618473,3
13624345,6
13625755,6
13625991,3
13627131,3
13628255,6
13632402,5
13634135,3
13635623,5
13639884,5
13641917,5
1364199,5
13646101,2
1364660,6
13648276,6
13648526,5
13651382,5
1365357,1
1365491,5
13655479,7
13657580,4
13659575,8
13660857,5
13664024,5
13667979,5
13671842,7
13673100,10
13674803,5
13675139,5
13676818,4
1367738,5
13677867,6
13677960,5
13678749,6
13680550,5
13681697,3
13683624,5
13684773,4
1368564,2
13686560,5
13686652,6
13691053,7
13695510,3
13695569,6
13695924,1
136967,5
13697581,3
13697753,6
13697850,4
1369794,6
13699356,5
13702119,6
13706364,7
13706948,5
13707241,6
13709767,10
13711784,6
13714642,5
13716030,7
13716090,5
13718678,5
13721528,10
13723934,3
13729625,4
13738640,6
13740383,13
13741452,5
13744128,5
13744846,4
13749719,6
13752236,5
13756057,5
13757155,6
13757208,6
1375935,5
13766851,2
13767895,5
13769383,5
13771112,5
13771238,5
13771609,6
13771640,6
13773165,1
13775040,5
1377536,6
13775959,8
13776799,5
13778946,5
13779459,5
13779672,6
13780507,5
13781767,6
13782457,5
13783950,7
13784074,5
13785169,6
13785895,7
13786868,10
13787446,5
13789385,5
13789993,5
13790068,1
13790545,5
13793222,5
13795809,2
13797056,5
13798304,5
13798552,5
13799058,5
13802621,5
13805135,5
13805687,10
13806628,13
13808043,4
13808857,5
13810346,5
13811763,5
13812196,7
1381507,1
13816002,6
13821237,5
13822846,6
13823309,6
13827692,5
13830634,4
13831846,5
13833372,5
13833700,6
13833787,6
13834698,5
13835944,5
13836734,5
13837054,6
13837429,5
13837680,6
13839989,4
13840834,6
13844513,2
13846298,4
13848309,5
13849390,5
13849858,5
1385001,5
